epoch,train_loss,train_mean_dice,train_mean_iou,valid_loss,valid_mean_dice,valid_mean_iou,valid_dice_microaneurysms,valid_dice_haemorrhages,valid_dice_hard_exudates,valid_dice_soft_exudates,valid_iou_microaneurysms,valid_iou_haemorrhages,valid_iou_hard_exudates,valid_iou_soft_exudates,lr
1,0.8701995990493081,0.010449199148834768,0.005342295475367626,0.8728687047958374,0.004157268744893372,0.0020946617354638875,0.0005571986628638114,0.00946830187458545,0.0037508503999561073,0.002852723700925708,0.00028302502978476695,0.004782083386089653,0.0018835104536265134,0.0014300280367024244,0.0
