epoch,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,train_qwk,valid_loss,valid_accuracy,valid_macro_f1,valid_weighted_f1,valid_qwk,lr
1,1.0290603415957897,0.621160409556314,0.6116346996022035,0.6078427351881318,0.7342651111581529,1.1250762998080643,0.7103825136612022,0.5808711848549174,0.7224871719623517,0.8361057894490912,0.0002999259840548597
2,0.45687736813932556,0.7822525597269625,0.7714789963419613,0.7725657424654424,0.8593762948469084,1.4003109707206975,0.7404371584699454,0.5743254483664002,0.7524209370673991,0.8362862901878682,0.0002997040092642407
3,0.3202638458981856,0.8453924914675768,0.838361211955139,0.8403317605842242,0.9143448058018568,1.152024090615778,0.8060109289617486,0.677536957396917,0.8131555528767506,0.876541544107726,0.000299334294690462
4,0.2973840380386281,0.8549488054607508,0.849247516138291,0.8502599783046445,0.9145751650618054,1.142494008189342,0.8142076502732241,0.6770423300094065,0.8164246384663426,0.8742806670057012,0.0002988172051971717
5,0.2554422232529002,0.874061433447099,0.8721605537972303,0.8717234264437193,0.9201915723913229,1.1248683935957529,0.819672131147541,0.6940534347170084,0.8194891185111589,0.8677677859670224,0.00029815325108927063
6,0.17778220990793495,0.9191126279863481,0.9178427941115634,0.9177436520700565,0.9509395938615258,1.2893443915361915,0.7650273224043715,0.6288177277662581,0.7757882378508257,0.8692194550395134,0.00029734308760930326
7,0.18310288505902061,0.9126279863481229,0.909522873385388,0.9114332962157318,0.9564808259427547,1.2515388772787293,0.7896174863387978,0.6521344610613546,0.7921058232366001,0.8739824607007511,0.00029638751429081204
8,0.12331588913912252,0.9433447098976109,0.9421053228271438,0.942718227479156,0.9726188369517454,1.297820927666836,0.8005464480874317,0.66181704535232,0.8035378748286862,0.8887368901048792,0.0002952874741692946
9,0.12530499664055814,0.9385665529010239,0.9379184164987144,0.9382027769331918,0.9705347950306668,1.2017871828678528,0.8224043715846995,0.680469197843626,0.8240828231495612,0.8890161202081505,0.00029404405285154137
10,0.2645823578226282,0.8781569965870307,0.8774687057780458,0.8767053797103033,0.9126544762690205,1.1786397733812124,0.7923497267759563,0.6730124251750678,0.7991783262708904,0.8476307646422846,0.0002926584774442729
11,0.14278706971670377,0.9225255972696246,0.9208209280491297,0.9214980391931044,0.9641566995902887,1.6462230731229313,0.7704918032786885,0.6589022597357458,0.7835945350622572,0.8579413134606427,0.00029113211534313374
12,0.13093358100147173,0.9361774744027304,0.9352561838430574,0.9356216988386439,0.9684013148822759,1.4070108845585683,0.8469945355191257,0.706430413358633,0.84403305227592,0.8922246723186282,0.0002894664728832376
13,0.12512122424503744,0.941296928327645,0.9413214755887415,0.940885854776755,0.9624663489717418,1.2508577349407426,0.8114754098360656,0.6617198064898906,0.8157562764417419,0.8734212885871654,0.0002876631938525971
14,0.10598293057843128,0.948122866894198,0.9482133826200154,0.9476134896071614,0.9692157845276842,1.6173668682086664,0.8224043715846995,0.6814329034054671,0.8230758862736797,0.8673696798391042,0.0002857240578699029
15,0.10204588822232172,0.9587030716723549,0.9587653480795207,0.9586163887611094,0.9756295238535819,1.4571925774623788,0.8114754098360656,0.6861489675412702,0.81678502634263,0.8923233828894206,0.00028365097862825513
16,0.15629351923922427,0.922184300341297,0.922357839883645,0.921628943974585,0.9534660872940504,1.448858542968341,0.7978142076502732,0.6731312784675859,0.8032476616474726,0.8792786263797525,0.0002814460020065795
17,0.09027971681461705,0.9610921501706484,0.9608204496770529,0.9609385880317356,0.9812621421871723,1.5931729417029625,0.8415300546448088,0.6877029177820801,0.8364912669397141,0.9009633077172854,0.0002791113040505915
18,0.12187724962398257,0.9467576791808874,0.9464359115341802,0.9465730279615411,0.9555063469418746,1.7977169996402302,0.8005464480874317,0.6496682188985804,0.7995193731942836,0.8734550766983199,0.00027664918882530225
19,0.10331390660491362,0.9457337883959044,0.9457594040443993,0.9455309876642982,0.9748240040991827,1.5964411098937519,0.8415300546448088,0.678087880607855,0.8348573256288575,0.8825272819154022,0.00027406208614118424
20,0.09823084099435982,0.9525597269624574,0.9521961006384505,0.9523674882263131,0.9741313290026165,1.7083901255671443,0.8278688524590164,0.6873978953136316,0.8241089350200245,0.8865919307397747,0.0002713525491562421
21,0.11323350909374234,0.9508532423208191,0.9506127833607158,0.9507385395153081,0.9708133732709191,1.8346754030777457,0.855191256830601,0.7223887135993219,0.8520416505452159,0.8990190579125223,0.00026852325185635354
22,0.13828956916699434,0.9372013651877134,0.937189277235768,0.9370220739158608,0.9639820454956584,1.5750444076263188,0.8060109289617486,0.6654941052818996,0.8099525072678317,0.8974116410458547,0.00026557698641636835
23,0.14279124582561414,0.937542662116041,0.9370623833267437,0.9371800238369173,0.9663678074809434,1.6563383158438845,0.819672131147541,0.6775693054303247,0.8209676126793678,0.8739461707171744,0.0002625166604445689
24,0.14630597746615542,0.9337883959044369,0.9340149898029241,0.9335057253188916,0.9569111737935249,1.7319927446829164,0.8415300546448088,0.7151292800563593,0.8388379898902848,0.8866690002423329,0.0002593452941132117
25,0.09640539718073485,0.9542662116040955,0.9545784020775748,0.95404688737025,0.972373176454003,1.5822258097796493,0.8333333333333334,0.6872083740431483,0.8294694299555114,0.8927656034031589,0.0002560660171779821
26,0.13426625616784899,0.9443686006825939,0.9438813367986251,0.9441441770945714,0.971516251842471,1.9024784755511361,0.7978142076502732,0.6384231480881516,0.7969967327678555,0.8816509860203051,0.0002526820658893033
27,0.0784002400734446,0.9638225255972697,0.9635040556455527,0.9637158891702725,0.9773589009547511,1.6722196978949457,0.8087431693989071,0.6579694980727737,0.8056457591967369,0.8825427819813956,0.00024919677979854776
28,0.07112418596478617,0.9675767918088737,0.9680872880346773,0.9675327513272592,0.9864550263910798,1.8195771640115748,0.8333333333333334,0.6858720844558995,0.8273432144527252,0.8891939487222154,0.00024561359846230347
29,0.06838323284121732,0.9679180887372013,0.9679653101053303,0.9678906549900758,0.978484510060463,1.6667207597546239,0.8415300546448088,0.69628456096949,0.8364401565885881,0.8953546487282354,0.0002419360580479465
