epoch,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,train_qwk,valid_loss,valid_accuracy,valid_macro_f1,valid_weighted_f1,valid_qwk,lr
37,0.44941368672628046,0.9890784982935154,0.9778760970217114,0.9891407144460259,0.9940116798396778,1.1013234488951051,0.8306010928961749,0.689804463428171,0.83122691504236,0.8910728910728911,6.985739453173907e-05
38,0.4447515267154056,0.990443686006826,0.9794493864274438,0.9904834209315925,0.9945142995035756,1.1106385878526448,0.825136612021858,0.6757069491153085,0.8244173409111887,0.8790002644802962,6.840622763423395e-05
39,0.45870043865242915,0.9849829351535836,0.9701716871430881,0.9850981770933727,0.9888490488511995,1.093302910119458,0.8387978142076503,0.7035417678931535,0.8384889830944149,0.8857894879657016,6.693689601226463e-05
40,0.4430817106071186,0.9883959044368601,0.9765210972009243,0.9884612376449449,0.9936127917176327,1.066309105503103,0.8360655737704918,0.7100664451827242,0.8399488045313436,0.8889186438862406,6.545084971874742e-05
41,0.4402831541800255,0.9887372013651877,0.9766363568492578,0.9887909227826474,0.9932058770495973,1.048305551048185,0.8442622950819673,0.7124132485502755,0.8453351445696766,0.8963783379764898,6.394955530196153e-05
42,0.449068567533135,0.9870307167235495,0.9728745997029385,0.9871098660103893,0.99260194931666,1.1263597301446675,0.8387978142076503,0.7000633638697586,0.8377691672211621,0.8896835864732198,6.243449435824278e-05
43,0.44768682217842076,0.9873720136518771,0.9751794743276949,0.9874589471057842,0.9915960590254608,1.0506911396654577,0.8415300546448088,0.7127324142806646,0.8406893338146413,0.895777398096168,6.090716206982718e-05
44,0.44254692536572143,0.9880546075085325,0.9744012221073035,0.9881345058385009,0.9924164991854681,1.0767835945379538,0.8333333333333334,0.7035373530283393,0.8318734995632351,0.8832713960840868,5.9369065729286285e-05
45,0.44098793736090025,0.9897610921501706,0.9798618230452056,0.9898201568602321,0.9939967961150551,1.1102363980207286,0.8415300546448088,0.6896138562398351,0.8369528132030053,0.893242344896824,5.782172325201159e-05
46,0.4384722723082064,0.9901023890784983,0.9803051718644173,0.9901536801986776,0.9935305369557726,1.0904684499964687,0.8387978142076503,0.7079075699715514,0.8397846413682328,0.8907520662253413,5.626666167821527e-05
