dataset,split,feature,num_images,spearman_corr_with_grade,pearson_corr_with_grade,mean_grade_0,mean_grade_4,grade_4_minus_grade_0
APTOS2019,train,total_lesion_sum_area_ratio,2930,0.7895393980092873,0.6086991128052812,0.0015020756209411683,0.022200152405306785,0.020698076784365617
APTOS2019,train,microaneurysms_area_ratio,2930,0.7077749527897579,0.5949828206161508,0.00018120876083478325,0.0017768827259030747,0.0015956739650682915
APTOS2019,train,haemorrhages_area_ratio,2930,0.6806991491340258,0.4762310265016543,0.0005426127541513872,0.010683255317883578,0.010140642563732191
APTOS2019,train,hard_exudates_area_ratio,2930,0.7430266894407308,0.4148489341305551,0.0002707610402978343,0.006887093568459502,0.006616332528161668
APTOS2019,train,soft_exudates_area_ratio,2930,0.3704413610881665,0.3517397342472945,0.000507493065657124,0.002852920793060533,0.002345427727403409
APTOS2019,train,microaneurysms_prob_mean,2930,0.14127368238839508,0.034553872297614294,0.014477595458303351,0.01487089629866117,0.000393300840357819
APTOS2019,train,haemorrhages_prob_mean,2930,0.5728829826429532,0.46021558943860696,0.0038384353765383503,0.013179029154981276,0.009340593778442926
APTOS2019,train,hard_exudates_prob_mean,2930,0.6656878004663609,0.42571585803229484,0.0061516515713189905,0.013615241417518006,0.007463589846199016
APTOS2019,train,soft_exudates_prob_mean,2930,0.22791524103738847,0.2755219885185142,0.023758785827721843,0.027011577899639424,0.0032527920719175804
APTOS2019,train,microaneurysms_component_count,2930,0.6728233689248793,0.6007071149231437,7.375174337517434,47.11965811965812,39.744483782140684
APTOS2019,train,haemorrhages_component_count,2930,0.6756801786450337,0.6089709631090322,3.493723849372385,21.49145299145299,17.99772914208061
APTOS2019,train,hard_exudates_component_count,2930,0.7249080908236726,0.5162477125229415,4.083682008368201,39.85470085470085,35.77101884633265
APTOS2019,train,soft_exudates_component_count,2930,0.2770762851911945,0.307272715562412,2.905857740585774,8.324786324786325,5.418928584200551
APTOS2019,train,lesion_presence_count,2930,0.33545492188182674,0.31724108542527246,3.4511854951185494,3.8974358974358974,0.4462504023173479
