epoch,train_loss,train_mean_dice,train_mean_iou,valid_loss,valid_mean_dice,valid_mean_iou,valid_dice_microaneurysms,valid_dice_haemorrhages,valid_dice_hard_exudates,valid_dice_soft_exudates,valid_iou_microaneurysms,valid_iou_haemorrhages,valid_iou_hard_exudates,valid_iou_soft_exudates,lr
11,0.6321484067223289,0.12137702852487564,0.07755915871398016,0.6297130942344665,0.07688090577721596,0.04757402315735817,0.002961734915152192,0.0009076728718355298,0.3028727322816849,0.0007814864336978644,0.002961734915152192,0.0009076728718355298,0.18584886342287063,0.0005778210877906531,9.70440384477113e-05
12,0.6212885569442402,0.12585650113495914,0.08108367415314371,0.620748507976532,0.08166952803730965,0.05011800080537796,0.0029519972391426562,0.0009942940348992124,0.3046021372079849,0.01812968235462904,0.0029519972391426562,0.0009942940348992124,0.18677642047405243,0.009749290579929949,9.64888242944126e-05
13,0.6112789620052684,0.12710334538397464,0.08253999283029274,0.6124972820281982,0.0815566960722208,0.051246524602174756,0.0029847575933672488,0.0009954093751730398,0.3191821649670601,0.0030644379614386706,0.0029847575933672488,0.0009954093751730398,0.19922027364373207,0.0017856591439340264,9.588773128419907e-05
14,0.6021096299995076,0.12674255432053047,0.08214810571040619,0.6000531315803528,0.08500910624861717,0.053969106450676915,0.0029867046629078685,0.0010307701377314515,0.3356379896402359,0.0003809545625699684,0.0029867046629078685,0.0010307701377314515,0.2114779993891716,0.0003809545625699684,9.5241352623301e-05
15,0.5913189243186604,0.12850347698920153,0.08335991912860084,0.5901471257209778,0.08014534823596478,0.049688483402132985,0.0029867046629078685,0.0010182634287048131,0.30880340486764907,0.007773012295365334,0.0029867046629078685,0.0010182634287048131,0.1905381366610527,0.004210826149210334,9.455032620941843e-05
16,0.5835738751021299,0.12190171940760179,0.07781214491379532,0.5829997777938842,0.08114446699619293,0.0505139134824276,0.0029867046629078685,0.002900755382142961,0.31605133712291716,0.002639063575770706,0.0029867046629078685,0.001967041892930865,0.19543812423944473,0.0016637869528494775,9.381533400219321e-05
17,0.5747159340164878,0.16132143817164682,0.10194908675145019,0.5763719916343689,0.13703857511281967,0.08309796079993248,0.002984969469252974,0.1668912339489907,0.3394771218299866,0.038800957228522746,0.002984969469252974,0.09426988544873893,0.21333922296762467,0.021797762240748853,9.303710135019722e-05
18,0.5678600479256023,0.18122315847060896,0.11443338797173717,0.5690750122070313,0.15740410462021828,0.09921648427844047,0.0029867046629078685,0.26929596345871687,0.35386593639850616,0.003467812348389998,0.0029867046629078685,0.16567709129303693,0.22602360546588898,0.002178542368346825,9.22163962751008e-05
19,0.5600782416083596,0.22714923593130978,0.14891845428130843,0.5621746182441711,0.1680801920592785,0.1064864493906498,0.0029867046629078685,0.2763397759757936,0.39213316440582274,0.0008611300901975483,0.0029867046629078685,0.16962082153186203,0.2524771332740784,0.0008611300901975483,9.135402871372814e-05
20,0.5542642718011682,0.2173618491400372,0.144032630730759,0.561901867389679,0.16036240011453629,0.1009383525699377,0.0029867046629078685,0.2637726366519928,0.37309922873973844,0.0015910199435893446,0.0029867046629078685,0.16077263951301574,0.23871335685253142,0.001280704658711329,9.045084971874742e-05
21,0.548983021215959,0.2160298377275467,0.14410647783767094,0.5558123826980591,0.16568861603736879,0.10472336634993554,0.0029867046629078685,0.28996537923812865,0.3677127480506897,0.0020896219182759525,0.0029867046629078685,0.1812434446066618,0.23307410031557083,0.0015892147552222014,8.950775061878456e-05
22,0.5433523627844724,0.21408286487514322,0.14125850017775188,0.5517330646514893,0.1612975388765335,0.10162570849061012,0.0029867046629078685,0.2674858868122101,0.37017759680747986,0.004539947747252882,0.0029867046629078685,0.16440078988671303,0.23639068603515626,0.002724649733863771,8.85256621387895e-05
23,0.5370604639703577,0.23715960708531467,0.1588561846451326,0.5468370795249939,0.17043491303920746,0.10706171542406082,0.0029782415949739516,0.28545636832714083,0.3766729414463043,0.016632105293683707,0.0029782415949739516,0.17668680846691132,0.23940070420503617,0.009181105974130332,8.750555348152302e-05
24,0.5303569490259344,0.23469204658811743,0.15758114917711777,0.5428961992263794,0.16451788544654847,0.10373659357428551,0.002976875426247716,0.26905623227357867,0.37404138743877413,0.011997044808231295,0.002976875426247716,0.16537294834852218,0.23996934443712234,0.006627216911874711,8.644843137107061e-05
25,0.5254064242948185,0.235498037527908,0.15837026522918182,0.5430414795875549,0.1522562175989151,0.09574139267206191,0.0029650915530510247,0.22275768369436263,0.3795423448085785,0.0037597536109387876,0.0029650915530510247,0.1354576587677002,0.24207620769739152,0.002466614218428731,8.53553390593274e-05
26,0.5188294283368371,0.2500393546440385,0.17074074867096814,0.5362645745277405,0.16536622494459152,0.1052828811109066,0.0029570052167400716,0.2652121126651764,0.3872297704219818,0.006066000577993691,0.0029570052167400716,0.16488754153251647,0.24934581220149993,0.003941175644285977,8.422735529643446e-05
27,0.5161837176843123,0.23768780854615298,0.1600150130689144,0.532103419303894,0.1668834537267685,0.10359969586133957,0.004114508116617799,0.24730237871408461,0.3852910876274109,0.0308258481323719,0.003552737319841981,0.14809968322515488,0.2460928738117218,0.01665349118411541,8.306559326618262e-05
28,0.5123099969191984,0.2398229336196726,0.16080399467186493,0.5268807888031006,0.18915278911590577,0.12132044732570649,0.0029846094083040954,0.3208278104662895,0.40435862839221953,0.028440087288618087,0.0029846094083040954,0.20133492574095727,0.2653894811868668,0.015572765795513987,8.187119948743451e-05
29,0.5061841065233404,0.25844166393984447,0.17493951828642326,0.5201522946357727,0.1856032058596611,0.11608781367540359,0.0029867046629078685,0.34214943945407866,0.3396673649549484,0.05760931596159935,0.0029867046629078685,0.22056518718600274,0.20991959869861604,0.030879765562713147,8.064535268264886e-05
30,0.4986969923431223,0.284735188565471,0.19314089620655234,0.5181495308876037,0.21503048837184907,0.13730218261480331,0.002979616727679968,0.3618648886680603,0.3892642021179199,0.10601326655596495,0.002979616727679968,0.23581624552607536,0.24890696555376052,0.06150589967146516,7.93892626146237e-05
31,0.4947129406712272,0.27751598168503155,0.1885267130353234,0.5140433132648468,0.2078971818089485,0.13113487362861634,0.002981577266473323,0.34196009337902067,0.3739923447370529,0.11265471652150154,0.002981577266473323,0.22304309979081155,0.23731472045183183,0.06120008155703545,7.810416889260657e-05
32,0.49119645628062164,0.28446453335610306,0.1935972672971812,0.5140553832054138,0.2123759686946869,0.1356306180357933,0.0029867046629078685,0.3396172046661377,0.39278481900691986,0.11411512061022222,0.0029867046629078685,0.22001003175973893,0.2528268724679947,0.06669886126182974,7.679133974894987e-05
33,0.4851032807068391,0.2938209589232098,0.2028820634904233,0.5100036442279816,0.22231504023075105,0.14092879742383957,0.002984969469252974,0.3518016681075096,0.3750781387090683,0.15939536541700364,0.002984969469252974,0.23006959706544877,0.2394144654273987,0.09124616459012032,7.545207078751861e-05
34,0.4799229028550061,0.3066661354493011,0.2128114222802899,0.5093621015548706,0.22194573581218718,0.14261821731925012,0.0029867046629078685,0.2983258441090584,0.4230311393737793,0.16343924328684806,0.0029867046629078685,0.1904985636472702,0.2773393034934998,0.09964829981327057,7.40876837050858e-05
35,0.47658897936344147,0.32834859734231775,0.22802528874440628,0.5033707022666931,0.25213710963726044,0.16145837903022767,0.0029867046629078685,0.35667154788970945,0.38797356486320494,0.2609166234731674,0.0029867046629078685,0.2311328910291195,0.24869263768196107,0.16302127838134767,7.269952498697738e-05
36,0.4743093374100598,0.3189159320159392,0.22100415622646158,0.5019852459430695,0.2611376494169235,0.16694456785917283,0.0029867046629078685,0.3722542464733124,0.3878446400165558,0.2814649999141693,0.0029867046629078685,0.24301892146468163,0.24599022269248963,0.17578242868185043,7.128896457825368e-05
37,0.4693369594487277,0.33295613865960727,0.23233398659662766,0.497121524810791,0.2660464376211166,0.1707713007926941,0.0033654915168881416,0.3768401384353638,0.4038381278514862,0.2801420122385025,0.003176277782768011,0.2434164009988308,0.2594789803028107,0.1770135372877121,6.985739453173907e-05
38,0.4651111919771541,0.3296216536651958,0.22991524569012903,0.4960064053535461,0.280914431810379,0.18208322525024415,0.0029803601093590258,0.41671920865774154,0.39033243954181673,0.31362568736076357,0.0029803601093590258,0.27896273210644723,0.24992119669914245,0.19646860808134078,6.840622763423395e-05
39,0.4612676894122904,0.34413216601718555,0.24210017580877652,0.49271383285522463,0.28833421766757966,0.18687457740306854,0.0029541571158915756,0.41861264407634735,0.380436846613884,0.35133321285247804,0.0029541571158915756,0.2761136248707771,0.24289235323667527,0.22553818821907043,6.693689601226463e-05
40,0.4519557573578574,0.3578874739733609,0.256924951618368,0.4894773304462433,0.29136711955070493,0.19005816280841828,0.0027830270351842045,0.4092696338891983,0.40800535678863525,0.34541045427322387,0.0027830270351842045,0.2716875933110714,0.265481498837471,0.2202805146574974,6.545084971874742e-05
41,0.450155644254251,0.3649589493870735,0.26028327169743454,0.48946223258972166,0.29350363910198213,0.19194960594177246,0.002830656396690756,0.3716529384255409,0.4280328243970871,0.37149813771247864,0.002830656396690756,0.24138678833842278,0.28127528429031373,0.24230566918849944,6.394955530196153e-05
42,0.4449980475685813,0.3785773759538477,0.27291433614763344,0.48662922978401185,0.30087508261203766,0.19746745228767396,0.0028880059253424406,0.3933724910020828,0.39482754170894624,0.41241230368614196,0.002711172075942159,0.25968257561326025,0.25428585708141327,0.2731901973485947,6.243449435824278e-05
43,0.44082252952185547,0.3694331537593495,0.2673928588628769,0.4833974838256836,0.313270103931427,0.20671703517436982,0.003047689702361822,0.4227078974246979,0.41893736720085145,0.40838744044303893,0.002868157369084656,0.2808350309729576,0.2726850241422653,0.27047992646694186,6.090716206982718e-05
44,0.43529697033492004,0.4017645527016033,0.2943094088272615,0.4774310290813446,0.3161641061306,0.20959221720695495,0.0024042301229201257,0.44741367399692533,0.41471163034439085,0.40012688040733335,0.0024042301229201257,0.3037501394748688,0.26838722825050354,0.26382726728916167,5.9369065729286285e-05
45,0.43358057872815564,0.40006529607556085,0.29375857792117377,0.476914381980896,0.3197817802429199,0.21316851079463958,0.002814744901843369,0.4306418389081955,0.4420851767063141,0.4035853326320648,0.002814744901843369,0.29067551642656325,0.29114832580089567,0.26803545355796815,5.782172325201159e-05
46,0.4327895695512945,0.4034250622445887,0.297161957079714,0.4731986105442047,0.32495239973068235,0.21687586307525636,0.0032440251670777798,0.43029784262180326,0.45009458661079405,0.41617313027381897,0.003054811432957649,0.28757561296224593,0.29871012568473815,0.27816289365291597,5.626666167821527e-05
47,0.4264234345067631,0.4202108667655425,0.3122178553180261,0.4737796723842621,0.3150799423456192,0.20965362787246705,0.002887495851609856,0.38523417711257935,0.4510166049003601,0.4211814761161804,0.002887495851609856,0.25573223978281023,0.29601343870162966,0.28398132920265196,5.470541566592576e-05
48,0.4209201959046451,0.41369219666177576,0.3101129514927214,0.47102075815200806,0.34047116041183473,0.22790337204933167,0.0028907110914587974,0.43392033874988556,0.4481096208095551,0.4769639730453491,0.0028907110914587974,0.28958156555891035,0.29483579099178314,0.3243054270744324,5.313952597646572e-05
49,0.415319487452507,0.4394309425895864,0.33363100818612357,0.4666760444641113,0.33997167348861695,0.228375905752182,0.003296804055571556,0.44026254713535307,0.4528743147850037,0.46345303654670716,0.0031107585178688168,0.2948308914899826,0.2986545920372009,0.31690737307071687,5.157053795390646e-05
50,0.41493692181327124,0.4172792299227281,0.3164028904654763,0.46497743725776675,0.3378926873207092,0.2272891402244568,0.003279651328921318,0.41666851937770844,0.46852862238883974,0.4630939781665802,0.003092210926115513,0.2777580112218857,0.31072578132152556,0.3175805598497391,5.000000000000004e-05
51,0.4080422412265431,0.4390916404399005,0.33376166089014575,0.46457923054695127,0.3461248815059662,0.23161570429801942,0.00334924915805459,0.44231112003326417,0.48796393275260924,0.45087525248527527,0.003159856214188039,0.29190261363983155,0.32802673876285554,0.30337361097335813,4.8429462046093626e-05
52,0.40868875790726056,0.4393822794610804,0.3347201374444095,0.4584234058856964,0.35390515327453614,0.2390168696641922,0.003357443492859602,0.44653493762016294,0.4900311708450317,0.4756970703601837,0.003168050548993051,0.29644976556301117,0.32934252023696897,0.3271071344614029,4.686047402353437e-05
53,0.4023856073617935,0.4407861435955221,0.33810133825648914,0.45908512473106383,0.35845661759376524,0.24271441996097565,0.0033660311251878738,0.43069695830345156,0.5043570697307587,0.49540636539459226,0.003176638181321323,0.2854345887899399,0.34084226489067077,0.3414041787385941,4.5294584334074315e-05
54,0.4002280831336975,0.4630406214432283,0.3558027459816499,0.45898290872573855,0.3476089179515839,0.23306232690811157,0.0029867046629078685,0.4269939810037613,0.48223693370819093,0.478218013048172,0.0029867046629078685,0.2794612169265747,0.32247092127799987,0.32733047008514404,4.373333832178482e-05
55,0.3999737257307226,0.44499886577779596,0.34255110201510514,0.455169016122818,0.3635965347290039,0.2472805231809616,0.0029867046629078685,0.4481442332267761,0.5165882050991059,0.48666703701019287,0.0029867046629078685,0.2992335334420204,0.3508236169815063,0.3360782593488693,4.217827674798849e-05
56,0.3956426734274084,0.4625212021849372,0.35630192539908667,0.45274920463562013,0.35795154571533205,0.24245007038116456,0.0029867046629078685,0.4251870959997177,0.5032817304134369,0.5003506541252136,0.0029867046629078685,0.282102045416832,0.34064327776432035,0.34406826496124265,4.06309342707138e-05
57,0.3928429538553411,0.46420765871351416,0.3600719374689189,0.45068426728248595,0.3671437859535217,0.2512006461620331,0.0029867046629078685,0.434079709649086,0.5209684669971466,0.5105402529239654,0.0029867046629078685,0.2891552776098251,0.35547833442687987,0.3571822702884674,3.909283793017292e-05
58,0.385829360647635,0.48384845527735626,0.3779541389508681,0.450086385011673,0.36384661197662355,0.24792288541793822,0.0029867046629078685,0.4333748251199722,0.5153915405273437,0.5036333739757538,0.0029867046629078685,0.2866074204444885,0.3505965232849121,0.35150090157985686,3.756550564175729e-05
59,0.3852167535911907,0.48430299894376233,0.37722215124151925,0.4483857035636902,0.3652165114879608,0.2485396146774292,0.0029867046629078685,0.46032212376594545,0.5046389877796174,0.49291826486587526,0.0029867046629078685,0.31013850420713424,0.34048874080181124,0.34054449796676634,3.6050444698038574e-05
60,0.38246763023463165,0.4667012921788476,0.36287351088090375,0.4485167622566223,0.36507030129432677,0.24819315671920777,0.0029867046629078685,0.43271291851997373,0.5168588519096374,0.5077227056026459,0.0029867046629078685,0.2835861712694168,0.3524270087480545,0.3537727326154709,3.4549150281252677e-05
61,0.37580229477448895,0.4988289014859633,0.3949970020489259,0.4447731256484985,0.3614811599254608,0.24605437219142914,0.002981577266473323,0.45030507147312165,0.5158797919750213,0.47675819993019103,0.002981577266473323,0.30226359963417054,0.3501466751098633,0.3288255870342255,3.306310398773547e-05
62,0.37850370732220734,0.5010056306015361,0.40076426484368066,0.4435000419616699,0.3664599895477295,0.25000685453414917,0.0029867046629078685,0.4463211804628372,0.5110823333263397,0.5054497241973877,0.0029867046629078685,0.29765178859233854,0.3481271803379059,0.35126176178455354,3.159377236576615e-05
63,0.3754898865114559,0.5019939446991141,0.40042952651327307,0.4428356230258942,0.36633518934249876,0.24838970005512237,0.0029867046629078685,0.4540963351726532,0.51795853972435,0.49029913544654846,0.0029867046629078685,0.30355440378189086,0.35232057571411135,0.33469711542129515,3.0142605468260998e-05
64,0.368640200658278,0.5106392055749893,0.4068114879456433,0.4401369273662567,0.37560519576072693,0.2574636936187744,0.0029867046629078685,0.46149320602416993,0.5173877775669098,0.5205530822277069,0.0029867046629078685,0.3102108731865883,0.3524362027645111,0.36422099769115446,2.8711035421746398e-05
65,0.37349169091744855,0.4983072700825604,0.39701668511737476,0.4381560742855072,0.3695069909095764,0.2522603809833527,0.0029867046629078685,0.45589527785778045,0.5082533299922943,0.5108926355838775,0.0029867046629078685,0.30517211407423017,0.3435528755187988,0.3573298156261444,2.7300475013022693e-05
66,0.3741361363367601,0.4914557215842334,0.38756027953191236,0.4366054117679596,0.3688704550266266,0.2518197298049927,0.002981577266473323,0.4557615637779236,0.5157095670700074,0.5010290741920471,0.002981577266473323,0.3062950983643532,0.3510649025440216,0.3469373285770416,2.591231629491426e-05
67,0.36804190278053284,0.49383552372455597,0.392397479577498,0.4366135776042938,0.36345473527908323,0.24673994779586791,0.0029867046629078685,0.4479421466588974,0.5139614164829254,0.48892863988876345,0.0029867046629078685,0.299159774184227,0.3487484097480774,0.3360649228096008,2.4547929212481463e-05
68,0.3629009588198228,0.5299898941408504,0.42798328399658203,0.4355251729488373,0.37323286533355715,0.25517364740371706,0.0029867046629078685,0.44929205179214476,0.5186560213565826,0.5219966828823089,0.0029867046629078685,0.29963191598653793,0.353409743309021,0.3646662175655365,2.3208660251050185e-05
69,0.36643621731888165,0.48773661933161994,0.3902341208674691,0.43374255299568176,0.3722566604614258,0.25515007972717285,0.0029867046629078685,0.44700134694576266,0.5238482117652893,0.5151904165744782,0.0029867046629078685,0.3005554661154747,0.35817832350730894,0.3588797986507416,2.1895831107393494e-05
70,0.3626832433722236,0.5259887589649721,0.4249284660274332,0.43334501385688784,0.36692083477973936,0.2500029683113098,0.0029867046629078685,0.44679872393608094,0.5145682573318482,0.5033296704292297,0.0029867046629078685,0.29779706001281736,0.3502218991518021,0.3490061730146408,2.0610737385376376e-05
71,0.3639089248397134,0.4983797303654931,0.4017898061058738,0.4325952172279358,0.3686064600944519,0.25174122750759126,0.002981577266473323,0.4455684423446655,0.5170726478099823,0.5088031649589538,0.002981577266473323,0.2980915129184723,0.351432603597641,0.35445921719074247,1.9354647317351195e-05
72,0.36155805262652313,0.5052739070220427,0.4054230654781515,0.4314681708812714,0.3658298790454865,0.2492103397846222,0.002981577266473323,0.4495624601840973,0.5169847249984741,0.49379077553749084,0.002981577266473323,0.29946427047252655,0.3509528160095215,0.343442702293396,1.8128800512565537e-05
73,0.35857822000980377,0.5367632183161649,0.43793389336629346,0.4309290170669556,0.3707392156124115,0.25278745889663695,0.002981577266473323,0.45334893465042114,0.5185475468635559,0.508078795671463,0.002981577266473323,0.3034251809120178,0.354224956035614,0.350518125295639,1.6934406733817437e-05
74,0.35519360954111273,0.53771257806908,0.43837729502807965,0.4303815186023712,0.3697473883628845,0.2518732488155365,0.0029867046629078685,0.45850728154182435,0.5085166037082672,0.5089789509773255,0.0029867046629078685,0.3070683091878891,0.34494290947914125,0.35249505639076234,1.5772644703565586e-05
75,0.3539241064678539,0.5270771384239197,0.43164577267386695,0.4294091105461121,0.37199512124061584,0.2541558384895325,0.0029867046629078685,0.4521302729845047,0.5133397519588471,0.5195237398147583,0.0029867046629078685,0.30237743854522703,0.3495698839426041,0.36168930530548093,1.4644660940672647e-05
76,0.36121751774441113,0.50424586371942,0.4115066027099436,0.429245662689209,0.37367395758628846,0.2551206946372986,0.0029867046629078685,0.4558744728565216,0.5133120715618134,0.5225225865840912,0.0029867046629078685,0.30420521944761275,0.3496015578508377,0.3636892795562744,1.3551568628929453e-05
77,0.3542090667919679,0.5255819464271719,0.42678774893283844,0.4290088713169098,0.36958435773849485,0.25246609151363375,0.0029867046629078685,0.4488470613956451,0.5091965317726135,0.5173071026802063,0.0029867046629078685,0.29941645711660386,0.3450256049633026,0.36243557929992676,1.2494446518477044e-05
78,0.3527263253927231,0.5356852845712141,0.4414263435385444,0.4284545123577118,0.3721426784992218,0.25483174324035646,0.0029867046629078685,0.44716351926326753,0.5112011432647705,0.5272193253040314,0.0029867046629078685,0.2977979987859726,0.3476016134023666,0.37094064354896544,1.1474337861210558e-05
79,0.3536430068991401,0.5324019749056209,0.43772261386567896,0.4276020586490631,0.36945117115974424,0.2517885982990265,0.0029867046629078685,0.448411238193512,0.5151048183441163,0.5113019168376922,0.0029867046629078685,0.29825556129217146,0.3499456822872162,0.35596643686294555,1.0492249381215494e-05
